Date,Description,Amount,Category
2025-01-13,transaction at flipkart,19775.63,Online Shopping
2025-07-22,transaction at property tax online,404.24,Bills
2025-04-27,transaction at vistara,29561.22,Travel
2025-12-27,transaction at adidas,4040.04,Clothing
2025-06-24,transaction at airtel,3855.81,Bills
2025-12-25,transaction at 1mg,6234.55,Healthcare
2025-08-23,transaction at kauvery,7270.59,Healthcare
2025-02-13,transaction at paradise biryani,141.29,Food
2025-11-02,transaction at saravana bhavan,668.41,Food
2025-03-03,transaction at wrogn,5949.64,Clothing
2025-03-25,transaction at reliance fresh,1319.6,Grocery
2025-06-27,transaction at burger king,1402.68,Food
2025-03-23,transaction at netmeds,19353.19,Healthcare
2025-03-05,transaction at spotify,495.55,Entertainment
2025-09-03,transaction at allen solly,6615.92,Clothing
2025-03-11,transaction at pantaloons,7479.22,Clothing
2025-06-14,transaction at yulu bikes,729.75,Transport
2025-01-15,transaction at makemytrip,29764.79,Travel
2025-03-06,transaction at hotstar,732.77,Entertainment
2025-06-13,transaction at 1mg,8048.87,Healthcare
2025-09-12,transaction at max fashion,5523.12,Clothing
2025-10-07,transaction at reliance fresh,1168.83,Grocery
2025-10-12,transaction at aha,443.24,Entertainment
2025-03-04,transaction at spotify,406.84,Entertainment
2025-02-17,transaction at reliance fresh,3602.97,Grocery
2025-02-17,transaction at act fibernet,229.13,Bills
2025-12-24,transaction at a2b,242.25,Food
2025-08-15,transaction at aha,185.22,Entertainment
2025-04-27,transaction at irctc,4503.95,Travel
2025-04-08,transaction at snapdeal,6742.63,Online Shopping
2025-11-08,transaction at croma,118447.57,Electronics
2025-01-22,transaction at oyo,13509.18,Travel
2025-10-29,transaction at jiomart,4801.98,Grocery
2025-05-31,transaction at star bazaar,615.58,Grocery
2025-01-02,transaction at water board,4973.64,Bills
2025-05-20,transaction at redbus,145.72,Transport
2025-10-28,transaction at snapdeal,13485.12,Online Shopping
2025-10-10,transaction at puma,3533.77,Clothing
2025-05-11,transaction at ajio,14732.43,Online Shopping
2025-11-09,transaction at amazon,10861.5,Online Shopping
2025-06-14,transaction at metro rail,1837.43,Transport
2025-11-10,transaction at saravana bhavan,1322.92,Food
2025-01-25,transaction at apollo hospital,835.1,Healthcare
2025-12-02,transaction at spotify,252.1,Entertainment
2025-02-09,transaction at jio fiber,5043.24,Bills
2025-10-16,transaction at vistara,25232.68,Travel
2025-03-17,transaction at levis,1046.61,Clothing
2025-06-20,transaction at apollo hospital,5708.51,Healthcare
2025-04-26,transaction at irctc,10001.9,Travel
2025-05-02,transaction at dell exclusive,105348.66,Electronics
2025-10-18,transaction at aster,843.92,Healthcare
2025-04-04,transaction at snapdeal,15264.17,Online Shopping
2025-07-17,transaction at property tax online,2341.7,Bills
2025-08-03,transaction at samsung store,110245.4,Electronics
2025-09-22,transaction at burger king,1436.2,Food
2025-01-20,transaction at netmeds,11513.64,Healthcare
2025-03-21,transaction at booking.com,10177.58,Travel
2025-07-21,transaction at wrogn,2858.22,Clothing
2025-01-31,transaction at 1mg,894.49,Healthcare
2025-03-22,transaction at taco bell,1147.84,Food
2025-05-29,transaction at aha,947.52,Entertainment
2025-04-13,transaction at aha,791.57,Entertainment
2025-04-09,transaction at adidas,1595.21,Clothing
2025-11-15,transaction at apollo pharmacy,19854.49,Healthcare
2025-09-15,transaction at sonyliv,99.29,Entertainment
2025-04-12,transaction at asus store,42805.02,Electronics
2025-06-01,transaction at star bazaar,2489.75,Grocery
2025-08-12,transaction at dmart,1783.43,Grocery
2025-05-29,transaction at pantaloons,4875.57,Clothing
2025-03-07,transaction at amazon,4072.49,Online Shopping
2025-08-06,transaction at vodafone idea,1667.63,Bills
2025-10-21,transaction at airasia,6264.29,Travel
2025-09-23,transaction at oyo,15438.54,Travel
2025-11-20,transaction at lenskart,2063.14,Online Shopping
2025-04-02,transaction at nature's basket,869.15,Grocery
2025-08-05,transaction at nature's basket,3065.74,Grocery
2025-11-07,transaction at ajio,19880.82,Online Shopping
2025-06-04,transaction at aha,864.25,Entertainment
2025-10-28,transaction at paradise biryani,488.9,Food
2025-05-09,transaction at bsnl,3228.26,Bills
2025-10-04,transaction at h&m,5560.42,Clothing
2025-07-13,transaction at metro rail,1224.32,Transport
2025-10-24,transaction at yulu bikes,1888.03,Transport
2025-12-23,transaction at star bazaar,2616.98,Grocery
2025-08-28,transaction at flipkart,10407.42,Online Shopping
2025-01-11,transaction at sony center,119718.87,Electronics
2025-09-17,transaction at dominos,100.2,Food
2025-10-07,transaction at more supermarket,931.41,Grocery
2025-07-14,transaction at asus store,137172.55,Electronics
2025-10-14,transaction at us polo,2969.3,Clothing
2025-08-09,transaction at bmtc,233.91,Transport
2025-02-02,transaction at yulu bikes,1304.82,Transport
2025-02-11,transaction at subway,291.13,Food
2025-06-12,transaction at a2b,721.77,Food
2025-01-23,transaction at myntra,2826.55,Online Shopping
2025-07-10,transaction at noise,89602.49,Electronics
2025-03-07,transaction at hotstar,393.0,Entertainment
2025-12-24,transaction at vodafone idea,793.41,Bills
2025-08-09,transaction at star bazaar,1938.52,Grocery
2025-08-11,transaction at rapido,261.82,Transport
2025-09-05,transaction at apollo pharmacy,17482.67,Healthcare
2025-05-04,transaction at levis,5430.6,Clothing
2025-05-22,transaction at property tax online,1792.9,Bills
2025-10-18,transaction at bsnl,5740.9,Bills
2025-06-02,transaction at amazon,135.21,Online Shopping
2025-09-12,transaction at sony center,49786.22,Electronics
2025-11-01,transaction at water board,1593.99,Bills
2025-05-06,transaction at gas agency,2610.32,Bills
2025-08-20,transaction at max fashion,5396.55,Clothing
2025-02-16,transaction at tata cliq,11241.08,Online Shopping
2025-12-03,transaction at ola,1250.99,Transport
2025-05-16,transaction at amazon prime,289.61,Entertainment
2025-03-28,transaction at wrogn,6930.67,Clothing
2025-07-30,transaction at bmtc,1980.28,Transport
2025-03-14,transaction at spotify,299.83,Entertainment
2025-05-12,transaction at jiomart,4057.55,Grocery
2025-02-10,transaction at starbucks,1285.37,Food
2025-02-27,transaction at goibibo,11894.23,Travel
2025-04-26,transaction at fortis,15132.78,Healthcare
2025-07-16,transaction at act fibernet,1605.74,Bills
2025-12-11,transaction at tneb,4540.69,Bills
2025-12-24,transaction at tata cliq,5267.66,Online Shopping
2025-01-19,transaction at zara,1519.45,Clothing
2025-03-22,transaction at apollo pharmacy,18718.63,Healthcare
2025-06-27,transaction at redbus,141.32,Transport
2025-08-25,transaction at mi store,57404.96,Electronics
2025-07-06,transaction at tata cliq,11020.82,Online Shopping
2025-04-06,transaction at spotify,284.27,Entertainment
2025-05-07,transaction at puma,5874.85,Clothing
2025-09-30,transaction at indigo,6247.14,Travel
2025-01-29,transaction at airasia,6893.82,Travel
2025-07-02,transaction at sonyliv,918.18,Entertainment
2025-07-13,transaction at meru cabs,1725.44,Transport
2025-09-21,transaction at hotstar,228.81,Entertainment
2025-09-29,transaction at samsung store,25143.68,Electronics
2025-05-05,transaction at reliance fresh,2391.31,Grocery
2025-04-05,transaction at dell exclusive,127948.78,Electronics
2025-09-20,transaction at airtel,4422.43,Bills
2025-12-05,transaction at zara,6477.98,Clothing
2025-04-23,transaction at vistara,9191.21,Travel
2025-04-20,transaction at hp world,132749.14,Electronics
2025-02-13,transaction at spotify,172.47,Entertainment
2025-08-16,transaction at airasia,28812.73,Travel
2025-02-15,transaction at hotstar,945.91,Entertainment
2025-08-08,transaction at star bazaar,3087.32,Grocery
2025-11-27,transaction at oneplus,32231.86,Electronics
2025-03-19,transaction at ola,649.09,Transport
2025-08-18,transaction at zee5,977.96,Entertainment
2025-01-31,transaction at property tax online,3803.05,Bills
2025-07-16,transaction at tneb,3307.39,Bills
2025-07-09,transaction at oyo,1378.98,Travel
2025-02-27,transaction at allen solly,7845.25,Clothing
2025-08-14,transaction at mcdonalds,1197.28,Food
2025-04-14,transaction at spotify,809.46,Entertainment
2025-03-07,transaction at samsung store,143383.11,Electronics
2025-09-29,transaction at gas agency,3933.89,Bills
2025-04-15,transaction at tata cliq,12215.06,Online Shopping
2025-06-11,transaction at myntra,7995.66,Online Shopping
2025-08-21,transaction at kfc,1206.71,Food
2025-06-07,transaction at hotstar,294.94,Entertainment
2025-05-20,transaction at wrogn,5342.56,Clothing
2025-03-27,transaction at vodafone idea,5570.97,Bills
2025-05-27,transaction at meru cabs,1371.59,Transport
2025-10-08,transaction at ajio,14259.95,Online Shopping
2025-09-21,transaction at sonyliv,715.2,Entertainment
2025-12-17,transaction at water board,3107.07,Bills
2025-12-26,transaction at metro rail,957.15,Transport
2025-05-09,transaction at 1mg,8788.62,Healthcare
2025-10-04,transaction at adidas,1732.18,Clothing
2025-08-12,transaction at ajio,2607.62,Online Shopping
2025-07-14,transaction at a2b,555.8,Food
2025-02-24,transaction at boat lifestyle,29502.88,Electronics
2025-10-03,transaction at water board,2510.78,Bills
2025-01-15,transaction at gaana,719.52,Entertainment
2025-10-27,transaction at reliance digital,133794.03,Electronics
2025-10-20,transaction at water board,2089.15,Bills
2025-04-07,transaction at starbucks,1224.25,Food
2025-10-25,transaction at nature's basket,757.04,Grocery
2025-10-26,transaction at max fashion,3305.68,Clothing
2025-01-09,transaction at booking.com,29587.72,Travel
2025-05-24,transaction at air india,13708.54,Travel
2025-06-07,transaction at fortis,18892.5,Healthcare
2025-06-19,transaction at 1mg,11010.08,Healthcare
2025-06-16,transaction at act fibernet,2191.31,Bills
2025-09-13,transaction at medplus,5490.71,Healthcare
2025-04-06,transaction at adidas,5732.41,Clothing
2025-01-13,transaction at myntra,14567.04,Online Shopping
2025-10-30,transaction at amazon,2942.4,Online Shopping
2025-11-16,transaction at star bazaar,1089.15,Grocery
2025-09-25,transaction at sonyliv,453.61,Entertainment
2025-01-18,transaction at netflix,290.66,Entertainment
2025-03-04,transaction at dmart,4553.73,Grocery
2025-12-11,transaction at more supermarket,1744.58,Grocery
2025-05-23,transaction at samsung store,94742.08,Electronics
2025-12-19,transaction at subway,438.5,Food
2025-11-16,transaction at subway,887.85,Food
2025-01-14,transaction at apple store,19100.71,Electronics
2025-11-29,transaction at metro rail,96.32,Transport
2025-08-03,transaction at jio fiber,2059.22,Bills
2025-05-31,transaction at more supermarket,1693.46,Grocery
2025-04-18,transaction at paradise biryani,991.26,Food
2025-08-19,transaction at nature's basket,1025.13,Grocery
2025-03-14,transaction at nilgiris,2188.11,Grocery
2025-07-24,transaction at spotify,302.55,Entertainment
2025-11-16,transaction at dell exclusive,130987.84,Electronics
2025-08-02,transaction at ccd,1119.26,Food
2025-10-01,transaction at kauvery,15684.14,Healthcare
2025-04-05,transaction at nilgiris,448.83,Grocery
2025-06-09,transaction at metro rail,1404.44,Transport
2025-10-06,transaction at yatra,22039.63,Travel
2025-11-14,transaction at medplus,649.9,Healthcare
2025-12-07,transaction at mcdonalds,914.07,Food
2025-11-30,transaction at levis,5470.35,Clothing
2025-06-23,transaction at sonyliv,871.5,Entertainment
2025-11-27,transaction at kfc,1392.38,Food
2025-08-01,transaction at yatra,22597.09,Travel
2025-09-09,transaction at sony center,143563.92,Electronics
2025-07-28,transaction at makemytrip,7390.41,Travel
2025-04-15,transaction at pantaloons,2986.52,Clothing
2025-05-14,transaction at biba,3885.4,Clothing
2025-08-04,transaction at nilgiris,2451.26,Grocery
2025-05-24,transaction at star bazaar,4195.59,Grocery
2025-04-23,transaction at reliance fresh,2012.91,Grocery
2025-04-11,transaction at starbucks,1326.56,Food
2025-04-04,transaction at airasia,1191.05,Travel
2025-06-05,transaction at asus store,80206.6,Electronics
2025-02-14,transaction at metro rail,301.95,Transport
2025-01-06,transaction at pantaloons,2578.14,Clothing
2025-07-14,transaction at jiomart,4291.75,Grocery
2025-03-26,transaction at gas agency,4014.34,Bills
2025-05-21,transaction at samsung store,67441.44,Electronics
2025-10-01,transaction at tsrtc,1276.02,Transport
2025-04-07,transaction at fortis,13381.99,Healthcare
2025-02-02,transaction at puma,3225.3,Clothing
2025-10-07,transaction at goibibo,15919.14,Travel
2025-06-15,transaction at woodland,5614.75,Clothing
2025-04-29,transaction at star bazaar,4647.47,Grocery
2025-05-24,transaction at lenskart,14442.25,Online Shopping
2025-01-06,transaction at tneb,5850.5,Bills
2025-04-07,transaction at tneb,5440.12,Bills
2025-06-13,transaction at yatra,27346.93,Travel
2025-07-19,transaction at pharmeasy,797.84,Healthcare
2025-06-07,transaction at us polo,3949.99,Clothing
2025-10-20,transaction at allen solly,3984.58,Clothing
2025-08-05,transaction at flipkart,535.02,Online Shopping
2025-08-29,transaction at woodland,2453.91,Clothing
2025-02-27,transaction at gas agency,3851.15,Bills
2025-03-06,transaction at tsrtc,1114.15,Transport
2025-08-31,transaction at oneplus,128008.08,Electronics
2025-02-15,transaction at spencers,3113.72,Grocery
2025-01-22,transaction at allen solly,6414.95,Clothing
2025-03-24,transaction at noise,93292.5,Electronics
2025-02-15,transaction at woodland,4527.72,Clothing
2025-01-10,transaction at barbeque nation,1201.89,Food
2025-09-11,transaction at netflix,375.7,Entertainment
2025-05-01,transaction at apple music,914.72,Entertainment
2025-06-26,transaction at amazon,5070.61,Online Shopping
2025-08-28,transaction at ola,910.98,Transport
2025-09-16,transaction at meru cabs,359.25,Transport
2025-04-18,transaction at puma,6214.75,Clothing
2025-03-21,transaction at youtube premium,806.37,Entertainment
2025-08-27,transaction at nykaa,11573.7,Online Shopping
2025-04-14,transaction at subway,1405.52,Food
2025-09-21,transaction at makemytrip,7606.01,Travel
2025-02-21,transaction at dominos,679.31,Food
2025-07-02,transaction at spencers,2340.75,Grocery
2025-10-10,transaction at dmart,789.93,Grocery
2025-10-31,transaction at pizza hut,552.54,Food
2025-09-04,transaction at h&m,2885.83,Clothing
2025-08-21,transaction at nature's basket,1690.22,Grocery
2025-06-10,transaction at amazon prime,650.89,Entertainment
2025-09-18,transaction at air india,24299.24,Travel
2025-01-30,transaction at flipkart,5517.67,Online Shopping
2025-10-17,transaction at dmart,2974.81,Grocery
2025-01-28,transaction at booking.com,16741.49,Travel
2025-06-04,transaction at pharmeasy,229.14,Healthcare
2025-12-08,transaction at starbucks,360.07,Food
2025-10-17,transaction at mi store,46022.92,Electronics
2025-10-26,transaction at 1mg,8552.84,Healthcare
2025-08-24,transaction at meru cabs,1917.56,Transport
2025-06-05,transaction at asus store,134142.52,Electronics
2025-05-18,transaction at nature's basket,2715.73,Grocery
2025-05-05,transaction at samsung store,106995.32,Electronics
2025-08-03,transaction at irctc,18389.19,Travel
2025-01-02,transaction at flipkart,2700.77,Online Shopping
2025-03-18,transaction at meesho,5880.05,Online Shopping
2025-11-22,transaction at wrogn,7689.12,Clothing
2025-12-02,transaction at aha,675.36,Entertainment
2025-08-24,transaction at barbeque nation,1136.61,Food
2025-04-23,transaction at starbucks,939.0,Food
2025-07-24,transaction at adidas,4932.53,Clothing
2025-03-11,transaction at property tax online,633.31,Bills
2025-03-27,transaction at water board,710.73,Bills
2025-08-09,transaction at makemytrip,28281.93,Travel
2025-06-02,transaction at tsrtc,945.39,Transport
2025-02-26,transaction at apple music,910.35,Entertainment
2025-06-07,transaction at biba,6106.68,Clothing
2025-03-11,transaction at oneplus,58082.4,Electronics
2025-04-05,transaction at wrogn,3495.48,Clothing
2025-12-02,transaction at meru cabs,1806.65,Transport
2025-06-11,transaction at meru cabs,642.97,Transport
2025-07-22,transaction at kauvery,1333.9,Healthcare
2025-10-21,transaction at cloudnine,6178.82,Healthcare
